mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
5.333950042724609,0.7915888459223483,0.006604353586832683,0.001075686860402819,0.8,0.1,3,100,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.05263157894736842,0.3502824858757062,0.3103448275862069,0.2377529641364272,0.13191209087405925,15
4.523651679356893,0.41714036767099766,0.007546901702880859,0.0032464764527559958,0.8,0.1,3,100,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.13333333333333333,0.3742690058479532,0.432,0.3132007797270955,0.12935079081218276,1
7.191957076390584,0.8667937029605028,0.006079912185668945,0.0003532281015715924,0.8,0.1,3,200,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.05228758169934641,0.3181818181818182,0.32340425531914896,0.2312912184001045,0.12659264045613944,16
6.580863873163859,0.594849687489988,0.00591278076171875,0.0005611417503170661,0.8,0.1,3,200,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.12269938650306748,0.3583815028901734,0.4302788844621514,0.30378659128513075,0.1313690480315216,4
6.325595299402873,0.8674657109784354,0.010201215744018555,0.008703145169042048,0.8,0.1,6,100,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.1,0.33136094674556216,0.36134453781512604,0.2642351615202294,0.11677512618429944,12
6.437952915827434,0.12516238536479338,0.004988034566243489,0.00042808847980104733,0.8,0.1,6,100,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.13253012048192772,0.3411764705882353,0.3983739837398374,0.29069352493666684,0.11425012256511867,8
9.830978314081827,1.1892851663424735,0.0051203568776448565,0.00036861837496613385,0.8,0.1,6,200,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.12738853503184713,0.33136094674556216,0.3682008368200837,0.2756501061991643,0.10591007030786954,11
8.413846731185913,0.6422777072490671,0.008470773696899414,0.00565977777781843,0.8,0.1,6,200,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.12048192771084337,0.3411764705882353,0.4032258064516129,0.28829473491689717,0.12133530323598789,9
2.834815581639608,0.11286965206316026,0.0052890777587890625,0.00013409612720434122,0.8,0.2,3,100,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.14201183431952663,0.3575418994413408,0.42448979591836733,0.30801450989307827,0.12052156496897984,2
3.2341509660085044,0.7476354613678846,0.0057001908620198565,0.0018405631139506355,0.8,0.2,3,100,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.13333333333333333,0.3333333333333333,0.40963855421686746,0.29210174029451136,0.11650801680646677,7
4.301194349924724,0.2149851569851205,0.004467407862345378,0.00018565795577657834,0.8,0.2,3,200,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.13095238095238096,0.3657142857142857,0.42448979591836733,0.30705215419501136,0.12681216490546665,3
4.358918269475301,0.16996408929442508,0.0051619211832682295,0.000278761135185531,0.8,0.2,3,200,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.14545454545454545,0.34831460674157305,0.4112903225806452,0.3016864915922546,0.11342486776670838,5
3.9141135215759277,0.16337059561607165,0.005781730016072591,0.0011349031622740551,0.8,0.2,6,100,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.05263157894736842,0.3409090909090909,0.3389830508474576,0.24417457356797231,0.1354436327991618,13
4.002345323562622,0.17168755518508366,0.004132986068725586,0.00017510455563122238,0.8,0.2,6,100,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.13496932515337423,0.3668639053254438,0.3967611336032389,0.29953145469401893,0.11700137299447273,6
