mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
21.298168579737347,1.2526653856554557,0.0325169563293457,0.007417469079626612,0.8,0.1,3,100,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.41414141414141414,0.46153846153846156,0.3605150214592275,0.4120649657130344,0.04126877423199806,7
22.39335624376933,1.205961545671792,0.039288838704427086,0.01579753821972206,0.8,0.1,3,100,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.358974358974359,0.5,0.379746835443038,0.41290706480579903,0.06216514814168481,6
34.022871255874634,0.8674382871394463,0.03960259755452474,0.004513188117878254,0.8,0.1,3,200,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.41,0.47058823529411764,0.34782608695652173,0.40947144075021313,0.050118830774309946,8
37.284176190694176,0.7961771301606951,0.03369371096293131,0.01173076664639482,0.8,0.1,3,200,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.36363636363636365,0.4827586206896552,0.37656903765690375,0.4076546739943075,0.05336831532687789,10
40.83056624730428,4.855580157739412,0.017593940099080402,0.002656972361937916,0.8,0.1,6,100,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.4200913242009132,0.41916167664670656,0.3829787234042553,0.4074105747506251,0.017280096089665152,12
43.92308266957601,6.977457365707336,0.03845572471618652,0.018666231623468678,0.8,0.1,6,100,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.2485207100591716,0.4624277456647399,0.3463203463203463,0.3524229340147526,0.08743373167840279,16
56.40397198994955,5.564041409403907,0.04165792465209961,0.009449086763146475,0.8,0.1,6,200,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.411214953271028,0.43529411764705883,0.37606837606837606,0.40752581566215434,0.02431912030493884,11
57.95605476697286,7.559572272200229,0.03279415766398112,0.0014908442477294418,0.8,0.1,6,200,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.25882352941176473,0.47398843930635837,0.35344827586206895,0.36208674819339737,0.08805283268451768,15
16.489999373753864,0.710400508527964,0.025505224863688152,0.0037062080536638623,0.8,0.2,3,100,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.37894736842105264,0.4578313253012048,0.3881856540084388,0.4083214492435654,0.03521133672157909,9
15.909838676452637,0.8201218338914458,0.02543052037556966,0.003965145280248341,0.8,0.2,3,100,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.3076923076923077,0.5113636363636364,0.37130801687763715,0.3967879869778604,0.08507809819186643,13
28.933871110280354,1.2089695538148109,0.050810654958089195,0.024438257281796938,0.8,0.2,3,200,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.4467005076142132,0.48520710059171596,0.3865546218487395,0.4394874100182229,0.040596383034537414,2
28.980231761932373,1.5830456193487124,0.030048688252766926,0.004223188548147225,0.8,0.2,3,200,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.2978723404255319,0.5172413793103449,0.3728813559322034,0.3959983585560267,0.09103658847973906,14
29.016285339991253,2.7792769328515554,0.02994672457377116,0.007435523665913069,0.8,0.2,6,100,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.41904761904761906,0.47953216374269003,0.3829787234042553,0.4271861687315215,0.039835651565860185,5
26.609086910883587,3.470025308855968,0.02145083745320638,0.006852824847551377,0.8,0.2,6,100,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.41346153846153844,0.49142857142857144,0.3983402489626556,0.43441011961758846,0.04078799851441839,3
